Cust ID,Date of Application,Cust Segment, Application Credit Score ,Application Amount,Approved_vs_Declined,Decline Reason,Due Date - 1st Payment,`Due Date - 2nd Payment,Due Date - 3rd Payment,Actual Date - 1st Payment ,Actual Date - 2nd Payment,Actual Date - 3rd Payment,Paid Back or Defaulted
18711,21/02/2021,High,  621 ,116,Approved,,3/23/2021,4/22/2021,5/22/2021,4/4/2021,4/22/2021,5/22/2021,Paid Back
18712,22/01/2021,High,  597 ,97,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18713,13/02/2021,Low,  658 ,110,Approved,,3/15/2021,4/14/2021,5/14/2021,3/25/2021,4/14/2021,5/14/2021,Paid Back
18714,01/04/2021,Mid,  634 ,101,Approved,,5/1/2021,5/31/2021,6/30/2021,,,,Defaulted
18715,28/01/2021,Mid,  652 ,133,Approved,,2/27/2021,3/29/2021,4/28/2021,3/9/2021,3/29/2021,4/28/2021,Paid Back
18716,22/03/2021,High,  581 ,134,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18717,13/02/2021,High,  616 ,119,Approved,,3/15/2021,4/14/2021,5/14/2021,4/19/2021,4/14/2021,5/14/2021,Paid Back
18718,16/02/2021,Low,  642 ,113,Approved,,3/18/2021,4/17/2021,5/17/2021,3/27/2021,4/17/2021,5/17/2021,Paid Back
18719,02/04/2021,High,  580 ,138,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18720,16/01/2021,Mid,  642 ,38,Approved,,2/15/2021,3/17/2021,4/16/2021,2/17/2021,3/17/2021,4/16/2021,Paid Back
18721,03/01/2021,High,  669 ,111,Approved,,2/2/2021,3/4/2021,4/3/2021,2/8/2021,3/4/2021,4/3/2021,Paid Back
18722,04/02/2021,Mid,  682 ,107,Approved,,3/6/2021,4/5/2021,5/5/2021,3/15/2021,4/5/2021,5/5/2021,Paid Back
18723,14/03/2021,Mid,  584 ,110,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18724,23/03/2021,Mid,  646 ,97,Approved,,4/22/2021,5/22/2021,6/21/2021,,,,Defaulted
18725,09/02/2021,High,  656 ,102,Approved,,3/11/2021,4/10/2021,5/10/2021,,,,Defaulted
18726,26/01/2021,Low,  618 ,154,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18727,18/03/2021,Mid,  634 ,88,Approved,,4/17/2021,5/17/2021,6/16/2021,5/11/2021,5/17/2021,6/16/2021,Paid Back
18728,04/02/2021,High,  619 ,90,Approved,,3/6/2021,4/5/2021,5/5/2021,,,,Defaulted
18729,28/03/2021,Mid,  574 ,81,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18730,09/02/2021,Mid,  573 ,119,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18731,06/01/2021,Mid,  652 ,109,Approved,,2/5/2021,3/7/2021,4/6/2021,,,,Defaulted
18732,10/02/2021,High,  700 ,146,Approved,,3/12/2021,4/11/2021,5/11/2021,,,,Defaulted
18733,19/02/2021,Low,  696 ,15,Approved,,3/21/2021,4/20/2021,5/20/2021,,,,Defaulted
18734,17/01/2021,High,  604 ,54,Approved,,2/16/2021,3/18/2021,4/17/2021,2/19/2021,3/18/2021,4/17/2021,Paid Back
18735,27/02/2021,Low,  628 ,68,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18736,19/02/2021,Mid,  574 ,85,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18737,17/02/2021,Mid,  603 ,73,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18738,13/02/2021,Low,  637 ,87,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18739,02/04/2021,High,  527 ,105,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18740,17/02/2021,Low,  649 ,61,Approved,,3/19/2021,4/18/2021,5/18/2021,,,,Defaulted
18741,01/02/2021,Low,  639 ,101,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18742,28/01/2021,High,  597 ,128,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18743,09/02/2021,Low,  630 ,85,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18744,24/02/2021,Low,  701 ,55,Approved,,3/26/2021,4/25/2021,5/25/2021,,,,Defaulted
18745,28/02/2021,High,  610 ,67,Approved,,3/30/2021,4/29/2021,5/29/2021,4/26/2021,4/29/2021,5/29/2021,Paid Back
18746,03/01/2021,Mid,  583 ,141,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18747,19/02/2021,Mid,  688 ,61,Approved,,3/21/2021,4/20/2021,5/20/2021,3/23/2021,4/20/2021,5/20/2021,Paid Back
18748,08/03/2021,High,  628 ,118,Approved,,4/7/2021,5/7/2021,6/6/2021,,,,Defaulted
18749,16/02/2021,Mid,  586 ,165,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18750,05/03/2021,Mid,  527 ,123,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18751,09/01/2021,Mid,  554 ,118,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18752,27/02/2021,Mid,  618 ,112,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18753,07/01/2021,Mid,  522 ,98,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18754,09/01/2021,Mid,  599 ,106,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18755,21/03/2021,Low,  630 ,91,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18756,28/01/2021,High,  666 ,54,Approved,,2/27/2021,3/29/2021,4/28/2021,,,,Defaulted
18757,11/03/2021,Low,  655 ,94,Approved,,4/10/2021,5/10/2021,6/9/2021,,,,Defaulted
18758,07/03/2021,Low,  610 ,196,Approved,,4/6/2021,5/6/2021,6/5/2021,4/21/2021,5/6/2021,6/5/2021,Paid Back
18759,01/02/2021,Low,  577 ,110,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18760,18/03/2021,High,  647 ,79,Approved,,4/17/2021,5/17/2021,6/16/2021,4/25/2021,5/17/2021,6/16/2021,Paid Back
18761,29/03/2021,Mid,  627 ,95,Approved,,4/28/2021,5/28/2021,6/27/2021,6/5/2021,5/28/2021,6/27/2021,Paid Back
18762,09/03/2021,High,  658 ,99,Approved,,4/8/2021,5/8/2021,6/7/2021,4/10/2021,5/8/2021,6/7/2021,Paid Back
18763,14/02/2021,Low,  707 ,158,Approved,,3/16/2021,4/15/2021,5/15/2021,3/26/2021,4/15/2021,5/15/2021,Paid Back
18764,20/02/2021,Mid,  607 ,75,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18765,10/02/2021,Mid,  579 ,106,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18766,29/01/2021,Low,  633 ,107,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18767,12/03/2021,High,  681 ,79,Approved,,4/11/2021,5/11/2021,6/10/2021,4/19/2021,5/11/2021,6/10/2021,Paid Back
18768,02/04/2021,Mid,  589 ,78,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18769,27/03/2021,Mid,  605 ,98,Approved,,4/26/2021,5/26/2021,6/25/2021,5/15/2021,5/26/2021,6/25/2021,Paid Back
18770,04/03/2021,Mid,  606 ,136,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18771,05/03/2021,Mid,  583 ,64,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18772,21/02/2021,Low,  581 ,71,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18773,17/03/2021,High,  557 ,63,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18774,07/02/2021,Low,  579 ,98,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18775,14/03/2021,Low,  596 ,112,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18776,31/03/2021,High,  652 ,135,Approved,,4/30/2021,5/30/2021,6/29/2021,,,,Defaulted
18777,06/02/2021,High,  586 ,98,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18778,19/02/2021,Mid,  569 ,96,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18779,19/01/2021,Low,  621 ,100,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18780,15/02/2021,Mid,  672 ,112,Approved,,3/17/2021,4/16/2021,5/16/2021,3/22/2021,4/16/2021,5/16/2021,Paid Back
18781,08/02/2021,Mid,  547 ,61,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18782,04/02/2021,Mid,  662 ,67,Approved,,3/6/2021,4/5/2021,5/5/2021,3/15/2021,4/5/2021,5/5/2021,Paid Back
18783,07/02/2021,Mid,  532 ,128,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18784,21/02/2021,Low,  764 ,136,Approved,,3/23/2021,4/22/2021,5/22/2021,3/28/2021,4/22/2021,5/22/2021,Paid Back
18785,20/02/2021,Low,  580 ,160,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18786,24/02/2021,Mid,  637 ,139,Approved,,3/26/2021,4/25/2021,5/25/2021,,,,Defaulted
18787,07/03/2021,Mid,  571 ,106,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18788,04/03/2021,Mid,  618 ,157,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18789,29/01/2021,Mid,  552 ,83,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18790,02/02/2021,High,  555 ,91,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18791,15/02/2021,Low,  658 ,42,Approved,,3/17/2021,4/16/2021,5/16/2021,,,,Defaulted
18792,30/03/2021,High,  666 ,135,Approved,,4/29/2021,5/29/2021,6/28/2021,5/2/2021,5/29/2021,6/28/2021,Paid Back
18793,04/01/2021,Low,  587 ,136,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18794,20/02/2021,Low,  647 ,99,Approved,,3/22/2021,4/21/2021,5/21/2021,,,,Defaulted
18795,23/01/2021,Low,  610 ,50,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18796,22/03/2021,Low,  629 ,123,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18797,03/01/2021,Low,  589 ,150,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18798,18/03/2021,Low,  656 ,104,Approved,,4/17/2021,5/17/2021,6/16/2021,4/17/2021,5/17/2021,6/16/2021,Paid Back
18799,06/02/2021,Low,  704 ,113,Approved,,3/8/2021,4/7/2021,5/7/2021,,,,Defaulted
18800,16/01/2021,Mid,  658 ,142,Approved,,2/15/2021,3/17/2021,4/16/2021,2/22/2021,3/17/2021,4/16/2021,Paid Back
18801,27/03/2021,Mid,  583 ,58,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18802,03/03/2021,Low,  626 ,108,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18803,07/01/2021,Mid,  607 ,159,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18804,21/02/2021,Mid,  616 ,107,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18805,09/01/2021,Low,  643 ,104,Approved,,2/8/2021,3/10/2021,4/9/2021,,,,Defaulted
18806,27/01/2021,Mid,  649 ,105,Approved,,2/26/2021,3/28/2021,4/27/2021,,,,Defaulted
18807,29/01/2021,Low,  638 ,128,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18808,17/01/2021,Low,  562 ,125,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18809,04/01/2021,Mid,  604 ,82,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18810,12/03/2021,Low,  600 ,143,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18811,12/02/2021,Low,  557 ,76,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18812,03/03/2021,Mid,  618 ,93,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18813,02/03/2021,Low,  635 ,108,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18814,12/02/2021,Mid,  664 ,19,Approved,,3/14/2021,4/13/2021,5/13/2021,3/15/2021,4/13/2021,5/13/2021,Paid Back
18815,27/03/2021,Low,  588 ,108,Approved,,4/26/2021,5/26/2021,6/25/2021,7/13/2021,5/26/2021,6/25/2021,Paid Back
18816,04/02/2021,Mid,  605 ,90,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18817,20/03/2021,Mid,  632 ,80,Approved,,4/19/2021,5/19/2021,6/18/2021,5/5/2021,5/19/2021,6/18/2021,Paid Back
18818,08/02/2021,Mid,  583 ,104,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18819,15/02/2021,Low,  661 ,124,Approved,,3/17/2021,4/16/2021,5/16/2021,3/27/2021,4/16/2021,5/16/2021,Paid Back
18820,06/01/2021,High,  636 ,31,Approved,,2/5/2021,3/7/2021,4/6/2021,,,,Defaulted
18821,02/04/2021,Low,  639 ,103,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18822,01/04/2021,Mid,  712 ,148,Approved,,5/1/2021,5/31/2021,6/30/2021,,,,Defaulted
18823,12/03/2021,Mid,  629 ,44,Approved,,4/11/2021,5/11/2021,6/10/2021,,,,Defaulted
18824,27/01/2021,Low,  602 ,138,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18825,06/01/2021,Low,  641 ,168,Approved,,2/5/2021,3/7/2021,4/6/2021,,,,Defaulted
18826,29/03/2021,Low,  684 ,96,Approved,,4/28/2021,5/28/2021,6/27/2021,5/4/2021,5/28/2021,6/27/2021,Paid Back
18827,08/02/2021,Mid,  618 ,73,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18828,14/02/2021,Mid,  578 ,46,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18829,27/02/2021,Low,  635 ,138,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18830,09/02/2021,Mid,  618 ,83,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18831,18/03/2021,High,  652 ,141,Approved,,4/17/2021,5/17/2021,6/16/2021,,,,Defaulted
18832,27/01/2021,Mid,  660 ,132,Approved,,2/26/2021,3/28/2021,4/27/2021,3/8/2021,3/28/2021,4/27/2021,Paid Back
18833,07/01/2021,Mid,  574 ,87,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18834,30/03/2021,Low,  626 ,84,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18835,21/01/2021,Low,  662 ,81,Approved,,2/20/2021,3/22/2021,4/21/2021,2/25/2021,3/22/2021,4/21/2021,Paid Back
18836,03/01/2021,Mid,  669 ,145,Approved,,2/2/2021,3/4/2021,4/3/2021,2/9/2021,3/4/2021,4/3/2021,Paid Back
18837,16/01/2021,Mid,  587 ,85,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18838,16/03/2021,Mid,  598 ,135,Approved,,4/15/2021,5/15/2021,6/14/2021,,,,Defaulted
18839,04/03/2021,Low,  623 ,131,Approved,,4/3/2021,5/3/2021,6/2/2021,,,,Defaulted
18840,25/02/2021,Mid,  627 ,99,Approved,,3/27/2021,4/26/2021,5/26/2021,,,,Defaulted
18841,17/02/2021,High,  611 ,85,Approved,,3/19/2021,4/18/2021,5/18/2021,4/11/2021,4/18/2021,5/18/2021,Paid Back
18842,24/03/2021,High,  618 ,136,Approved,,4/23/2021,5/23/2021,6/22/2021,5/10/2021,5/23/2021,6/22/2021,Paid Back
18843,01/03/2021,Mid,  620 ,121,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18844,25/03/2021,Mid,  668 ,152,Approved,,4/24/2021,5/24/2021,6/23/2021,5/1/2021,5/24/2021,6/23/2021,Paid Back
18845,03/02/2021,Mid,  604 ,62,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18846,03/02/2021,Mid,  661 ,71,Approved,,3/5/2021,4/4/2021,5/4/2021,3/6/2021,4/4/2021,5/4/2021,Paid Back
18847,15/03/2021,Low,  576 ,99,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18848,04/01/2021,Mid,  692 ,99,Approved,,2/3/2021,3/5/2021,4/4/2021,2/8/2021,3/5/2021,4/4/2021,Paid Back
18849,09/03/2021,Mid,  635 ,149,Approved,,4/8/2021,5/8/2021,6/7/2021,5/4/2021,5/8/2021,6/7/2021,Paid Back
18850,03/02/2021,Mid,  605 ,88,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18851,02/02/2021,High,  625 ,77,Approved,,3/4/2021,4/3/2021,5/3/2021,3/21/2021,4/3/2021,5/3/2021,Paid Back
18852,18/02/2021,High,  660 ,64,Approved,,3/20/2021,4/19/2021,5/19/2021,,,,Defaulted
18853,07/02/2021,High,  697 ,86,Approved,,3/9/2021,4/8/2021,5/8/2021,,,,Defaulted
18854,03/02/2021,Mid,  592 ,178,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18855,30/03/2021,High,  550 ,129,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18856,28/02/2021,Low,  638 ,114,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18857,27/01/2021,Low,  534 ,99,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18858,02/03/2021,Low,  637 ,141,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18859,30/01/2021,Mid,  712 ,132,Approved,,3/1/2021,3/31/2021,4/30/2021,3/6/2021,3/31/2021,4/30/2021,Paid Back
18860,19/03/2021,High,  599 ,153,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18861,07/01/2021,Low,  649 ,65,Approved,,2/6/2021,3/8/2021,4/7/2021,2/8/2021,3/8/2021,4/7/2021,Paid Back
18862,16/03/2021,Low,  638 ,98,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18863,19/03/2021,Mid,  621 ,108,Approved,,4/18/2021,5/18/2021,6/17/2021,5/11/2021,5/18/2021,6/17/2021,Paid Back
18864,05/03/2021,Mid,  612 ,125,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18865,24/01/2021,Low,  611 ,78,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18866,29/03/2021,Mid,  663 ,101,Approved,,4/28/2021,5/28/2021,6/27/2021,,,,Defaulted
18867,07/02/2021,Low,  649 ,86,Approved,,3/9/2021,4/8/2021,5/8/2021,3/17/2021,4/8/2021,5/8/2021,Paid Back
18868,12/02/2021,High,  651 ,133,Approved,,3/14/2021,4/13/2021,5/13/2021,3/16/2021,4/13/2021,5/13/2021,Paid Back
18869,23/02/2021,Low,  638 ,122,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18870,16/03/2021,High,  595 ,167,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18871,18/03/2021,Mid,  630 ,90,Approved,,4/17/2021,5/17/2021,6/16/2021,,,,Defaulted
18872,20/03/2021,Low,  599 ,99,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18873,02/02/2021,Low,  633 ,126,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18874,03/01/2021,Mid,  609 ,144,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18875,06/02/2021,Mid,  595 ,49,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18876,10/02/2021,High,  629 ,132,Approved,,3/12/2021,4/11/2021,5/11/2021,,,,Defaulted
18877,19/01/2021,Low,  653 ,158,Approved,,2/18/2021,3/20/2021,4/19/2021,2/26/2021,3/20/2021,4/19/2021,Paid Back
18878,07/01/2021,Mid,  602 ,93,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18879,01/04/2021,Low,  569 ,96,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18880,07/03/2021,Low,  587 ,127,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18881,08/03/2021,Mid,  565 ,137,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18882,08/01/2021,Low,  628 ,115,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18883,10/02/2021,Mid,  670 ,149,Approved,,3/12/2021,4/11/2021,5/11/2021,,,,Defaulted
18884,11/02/2021,Mid,  652 ,108,Approved,,3/13/2021,4/12/2021,5/12/2021,,,,Defaulted
18885,18/02/2021,Low,  566 ,136,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18886,13/02/2021,High,  617 ,113,Approved,,3/15/2021,4/14/2021,5/14/2021,,,,Defaulted
18887,20/03/2021,Mid,  603 ,119,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18888,19/02/2021,Mid,  559 ,122,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18889,31/01/2021,Mid,  619 ,108,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18890,08/03/2021,Low,  558 ,140,Approved,,4/7/2021,5/7/2021,6/6/2021,,,,Defaulted
18891,19/02/2021,Low,  563 ,114,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18892,01/04/2021,Mid,  599 ,81,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18893,07/03/2021,Mid,  579 ,139,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18894,23/01/2021,Mid,  600 ,88,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18895,10/03/2021,High,  651 ,101,Approved,,4/9/2021,5/9/2021,6/8/2021,4/19/2021,5/9/2021,6/8/2021,Paid Back
18896,25/02/2021,Low,  696 ,117,Approved,,3/27/2021,4/26/2021,5/26/2021,3/29/2021,4/26/2021,5/26/2021,Paid Back
18897,10/01/2021,Mid,  546 ,133,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18898,17/01/2021,Mid,  610 ,85,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18899,14/02/2021,Low,  635 ,118,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18900,03/03/2021,Low,  633 ,78,Approved,,4/2/2021,5/2/2021,6/1/2021,5/9/2021,5/2/2021,6/1/2021,Paid Back
18901,16/03/2021,Mid,  624 ,10,Approved,,4/15/2021,5/15/2021,6/14/2021,,,,Defaulted
18902,22/02/2021,High,  609 ,116,Approved,,3/24/2021,4/23/2021,5/23/2021,4/1/2021,4/23/2021,5/23/2021,Paid Back
18903,08/02/2021,High,  599 ,90,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18904,01/04/2021,Low,  556 ,132,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18905,31/03/2021,Low,  666 ,80,Approved,,4/30/2021,5/30/2021,6/29/2021,4/30/2021,5/30/2021,6/29/2021,Paid Back
18906,28/01/2021,Mid,  579 ,82,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18907,03/02/2021,High,  626 ,122,Approved,,3/5/2021,4/4/2021,5/4/2021,3/20/2021,4/4/2021,5/4/2021,Paid Back
