Cust ID,Trans ID,Timestamp,Merchant Segment,Device,Funding Instrument,Price,ZipCode,Account_age_months,Sum_12_mnth_credit_txn,Sum_12_mnth_debit_txn,Pcnt_debit_cards_in_wallet,Num_premium_cards,Eng_segment
18651,AF397C15,2021-03-16 09:35:03,Travel, Mobile ,Netbanking,1668,80294,6,5068,17418,62,2,About_to_churn
18652,35973BD6,2021-03-10 09:13:12,Fashion, Web ,PayPal_Pay_Later,139,52414,6,1311,23934,95,1,Low
18653,AF9C21FC,2021-06-01 17:56:39,Travel, POS ,PayPal_Cobrand_Card,3563,28582,24,13107,2574,9,6,High
18654,13A35A6B,2021-05-11 18:09:00,Fashion, Web ,Netbanking,246,53880,5,2307,12295,42,2,Medium
18655,C4426635,2021-04-21 23:12:40,Website-services, Mobile ,PayPal_Pay_Later,156,47426,3,647,26116,84,2,About_to_churn
18656,7E68DDC0,2021-04-09 16:03:02,Website-services, Mobile ,PayPal_Pay_Later,420,38680,19,475,26708,100,1,About_to_churn
18657,CF788CB8,2021-04-07 14:21:31,Fashion, Mobile ,PayPal_Pay_Later,69,87730,5,772,22840,91,1,Medium
18658,1621AA9E,2021-04-25 06:42:29,Website-services, Mobile ,PayPal_Pay_Later,493,25312,12,438,17278,79,2,Medium
18659,69C42B5F,2021-06-04 00:49:09,Electronics, Mobile ,PayPal_Pay_Later,686,73302,3,954,13274,79,1,Medium
18660,F305255A,2021-04-10 09:14:32,Fashion, Mobile ,PayPal_Pay_Later,162,66675,9,676,19021,88,2,Low
18661,58A0F858,2021-06-06 19:57:37,Electronics, Web ,PayPal_Pay_Later,617,57285,10,1764,24461,92,2,About_to_churn
18662,7D7EE446,2021-05-08 19:28:17,Pantry, Mobile ,PayPal_Pay_Later,242,44400,7,343,28619,100,2,About_to_churn
18663,528F9BAE,2021-03-12 23:20:47,Pantry, Mobile ,Netbanking,291,26428,13,1784,18579,59,2,Low
18664,0F8AF462,2021-05-26 05:39:44,Electronics, Mobile ,PayPal_Cobrand_Card,1073,80428,38,19169,1941,20,4,Medium
18665,AFB7D2D1,2021-06-06 15:57:19,Fashion, Mobile ,PayPal_Pay_Later,231,89359,3,1107,22308,76,2,Low
18666,3AACDAC5,2021-03-01 23:28:26,Pantry, Web ,Wallet,348,15520,7,2247,9708,67,1,Medium
18667,DFD5217E,2021-03-24 07:04:09,Pantry, Web ,Netbanking,211,85223,4,2854,12279,54,2,High
18668,4DF3F8BD,2021-05-22 03:36:35,Electronics, Web ,Debit_Card,1165,35496,11,1188,10632,51,1,Medium
18669,3C5F7710,2021-03-02 13:26:19,Fashion, Mobile ,PayPal_Pay_Later,60,12006,10,1043,28293,100,1,Medium
18670,091D122E,2021-04-01 08:46:10,Website-services, Web ,PayPal_Pay_Later,492,15353,17,652,21354,93,1,About_to_churn
18671,4E0EF485,2021-05-28 06:41:13,Pantry, Mobile ,PayPal_Pay_Later,33,18051,5,976,28500,77,2,About_to_churn
18672,E7BBC3C6,2021-04-15 03:04:49,Website-services, Web ,Wallet,541,55808,11,1940,11039,57,1,Medium
18673,D2B1E834,2021-04-23 15:00:15,Travel, Web ,PayPal_Credit_Card,4952,55483,50,38520,3639,19,6,Medium
18674,1018F0DA,2021-03-20 09:53:43,Website-services, Web ,Debit_Card,897,34440,11,1681,16641,63,3,Medium
18675,212E2948,2021-04-25 11:06:11,Electronics, Web ,Wallet,879,47892,16,5482,10264,70,0,Low
18676,3E283051,2021-04-05 14:26:25,Website-services, Web ,Netbanking,291,89185,7,3315,8360,45,2,Medium
18677,D9935DA9,2021-04-08 07:15:25,Electronics, Mobile ,Netbanking,763,43212,6,3918,13698,49,2,Low
18678,77B0026A,2021-04-13 17:04:47,Fashion, Web ,Wallet,238,25472,16,3798,11252,58,0,Medium
18679,F63FE72D,2021-04-03 02:00:48,Travel, POS ,PayPal_Cobrand_Card,2863,79359,39,29622,3053,13,7,Medium
18680,23CD1362,2021-06-10 10:28:57,Travel, POS ,PayPal_Cobrand_Card,2466,60292,34,8527,2288,22,8,Low
18681,35F71634,2021-04-14 03:16:35,Website-services, Web ,Netbanking,830,61735,6,5214,13264,53,1,High
18682,994C2867,2021-05-11 19:06:00,Website-services, Web ,Wallet,776,19572,10,801,10261,58,1,Low
18683,C95AF74C,2021-04-07 03:51:01,Travel, Web ,PayPal_Cobrand_Card,2550,39063,31,15679,3212,16,5,About_to_churn
18684,C223865E,2021-05-08 14:22:33,Website-services, Web ,Netbanking,213,53880,11,5446,10975,47,3,About_to_churn
18685,EDF29C7D,2021-04-02 15:48:17,Website-services, Web ,PayPal_Pay_Later,153,23693,9,967,19874,91,2,Medium
18686,4F9AD82C,2021-03-09 01:26:10,Electronics, Web ,PayPal_Credit_Card,1122,26114,33,21919,2760,13,3,High
18687,3FEC54CE,2021-03-10 00:10:24,Travel, Mobile ,PayPal_Credit_Card,2059,41773,43,28296,3997,21,6,High
18688,8BE4F4ED,2021-06-05 02:56:40,Electronics, Web ,Netbanking,666,11405,12,2908,7935,63,3,Low
18689,EEB9BDB8,2021-05-15 17:29:42,Website-services, Web ,Netbanking,372,89359,4,5467,9319,42,1,High
18690,4D572CBE,2021-03-01 21:11:55,Fashion, Mobile ,PayPal_Pay_Later,160,12262,16,617,27030,81,2,Low
18691,5D3B54C0,2021-04-13 10:58:26,Pantry, Web ,Netbanking,285,77456,2,3189,8353,47,2,Medium
18692,AC3F209C,2021-03-05 16:00:57,Travel, Web ,Debit_Card,3449,51496,6,1220,13615,57,1,Medium
18693,3C7BC14D,2021-04-03 21:00:59,Website-services, Web ,Wallet,627,27015,5,769,9590,69,1,Medium
18694,AE204E89,2021-03-01 16:21:16,Travel, Mobile ,Debit_Card,2236,63481,4,2346,10374,59,3,Medium
18695,79616D8E,2021-03-07 13:50:04,Electronics, Web ,PayPal_Pay_Later,483,50985,14,1573,26150,82,1,Low
18696,01F4C420,2021-03-24 12:51:15,Travel, Mobile ,PayPal_Credit_Card,4175,18512,38,19005,2892,20,3,High
18697,F64D390B,2021-04-10 22:22:39,Travel, Mobile ,PayPal_Credit_Card,3233,66061,48,29931,2801,17,4,High
18698,A1AC11D6,2021-03-14 03:11:03,Electronics, Web ,PayPal_Pay_Later,442,87409,3,1036,25565,78,1,Low
18699,1A79D2E1,2021-06-05 10:11:27,Travel, Web ,PayPal_Cobrand_Card,3495,52622,18,14937,2956,6,4,High
18700,FE948BC0,2021-06-04 02:00:39,Electronics, Mobile ,PayPal_Pay_Later,95,31067,14,1477,15191,76,2,Low
18701,246049BA,2021-03-11 00:16:13,Pantry, Web ,Wallet,260,25790,14,5188,9646,65,0,Medium
18702,FF0BFDA5,2021-05-18 16:37:11,Website-services, Web ,Netbanking,568,87593,13,4204,15772,57,3,Medium
18703,C1E174B1,2021-03-16 06:06:34,Fashion, Mobile ,PayPal_Pay_Later,199,35916,7,1759,16921,97,2,Low
18704,E494A8E5,2021-05-25 09:08:58,Travel, Web ,PayPal_Credit_Card,4153,22777,36,19912,4180,17,3,High
18705,AAAC9AE6,2021-05-21 03:31:08,Travel, Web ,PayPal_Credit_Card,4670,63862,51,38925,4394,21,5,High
18706,6AC7F66D,2021-05-05 05:20:51,Fashion, Mobile ,PayPal_Pay_Later,187,51560,15,264,18540,93,2,Medium
18707,AFAF63CF,2021-04-17 22:25:42,Website-services, Mobile ,PayPal_Pay_Later,876,35628,20,347,19591,93,2,About_to_churn
18708,17703454,2021-04-23 09:19:56,Fashion, Mobile ,PayPal_Pay_Later,52,65270,19,792,16443,85,1,Low
18709,369BBF8E,2021-03-22 20:22:28,Website-services, Web ,Netbanking,882,37802,14,2073,17732,42,2,High
18710,AC623361,2021-06-06 11:55:25,Website-services, Web ,Wallet,460,53639,14,7503,10874,60,0,Medium
18711,CE8B3F0F,2021-05-07 08:25:56,Website-services, Mobile ,PayPal_Pay_Later,142,57099,20,212,15248,96,2,About_to_churn
18712,929546B6,2021-05-16 14:54:10,Pantry, Mobile ,PayPal_Pay_Later,229,27528,8,1282,21750,93,1,Medium
18713,CA9F30F1,2021-04-14 06:21:40,Travel, Mobile ,PayPal_Pay_Later,820,27015,12,1333,24074,100,1,Medium
18714,A4A34C30,2021-05-26 16:57:42,Pantry, Web ,Netbanking,295,81176,9,2801,17571,59,2,Low
18715,B9EB75F9,2021-06-07 13:38:47,Travel, Mobile ,PayPal_Credit_Card,4801,33005,36,43648,2980,20,4,Medium
18716,3BCAE6FF,2021-04-08 02:53:38,Electronics, Mobile ,Debit_Card,666,20812,17,1966,19094,70,1,Medium
18717,5634CD4C,2021-03-14 19:38:29,Travel, Web ,PayPal_Credit_Card,2756,31877,42,20651,3992,22,6,Medium
18718,DDF980C0,2021-06-01 15:01:59,Pantry, Mobile ,PayPal_Pay_Later,193,39163,5,1054,27254,81,1,Medium
18719,4D496D14,2021-05-20 01:46:22,Travel, Mobile ,PayPal_Credit_Card,2532,16101,53,36546,3195,12,3,Medium
18720,5EFFEAB1,2021-04-14 12:15:22,Electronics, Web ,Wallet,834,23693,11,1073,11595,55,1,Medium
18721,87FC4FE1,2021-03-04 18:07:10,Travel, Web ,PayPal_Credit_Card,1058,44400,52,7698,3693,18,4,Medium
18722,E7355C47,2021-03-07 10:54:31,Travel, Web ,Debit_Card,3110,57408,8,2124,23171,77,1,About_to_churn
18723,D133CCC2,2021-04-20 22:58:35,Travel, Web ,PayPal_Credit_Card,4930,73604,52,26920,2758,13,3,High
18724,75E625E2,2021-03-19 18:48:57,Website-services, Web ,Wallet,283,86717,6,7168,9128,67,1,About_to_churn
18725,6502FE41,2021-03-11 23:02:41,Travel, Mobile ,PayPal_Credit_Card,4774,78378,38,19397,3733,12,4,High
18726,E07F4DFD,2021-03-08 05:33:37,Website-services, Mobile ,Netbanking,840,75629,15,4915,14814,65,2,Low
18727,3DA8DDFF,2021-06-09 20:23:50,Travel, Web ,PayPal_Credit_Card,2839,76687,48,5111,3005,22,6,Medium
18728,4E6EF851,2021-05-04 20:40:30,Fashion, Mobile ,PayPal_Pay_Later,116,15520,16,1506,22017,94,2,Low
18729,B26D4085,2021-03-21 06:09:05,Website-services, Web ,Wallet,748,38788,16,6062,9554,57,0,Medium
18730,09A0FBCF,2021-04-01 22:40:22,Fashion, Web ,Netbanking,222,53874,9,5734,9609,43,1,About_to_churn
18731,70EE32DA,2021-04-06 15:37:16,Fashion, Web ,PayPal_Pay_Later,98,49751,16,919,20770,95,2,Medium
18732,03461571,2021-04-13 04:57:12,Travel, Mobile ,PayPal_Cobrand_Card,3709,23422,19,13226,1820,19,6,Low
18733,01A3C421,2021-04-01 03:13:18,Fashion, Mobile ,PayPal_Pay_Later,135,74534,20,1109,24365,81,2,Medium
18734,6D7788D3,2021-03-03 21:49:14,Travel, Mobile ,PayPal_Cobrand_Card,2429,41987,20,14460,2221,15,5,Medium
18735,AA724D64,2021-03-17 23:53:02,Website-services, Mobile ,PayPal_Pay_Later,230,42127,2,543,14498,81,2,Low
18736,CFBA5D83,2021-03-18 00:39:18,Website-services, Mobile ,PayPal_Pay_Later,116,62850,11,382,22614,92,1,Medium
18737,355C3D57,2021-05-09 01:45:50,Travel, Mobile ,PayPal_Credit_Card,4712,55739,40,37693,1509,22,4,High
18738,E5E856A3,2021-05-22 14:43:51,Travel, Web ,PayPal_Credit_Card,4022,72551,43,7395,4423,13,4,High
18739,EE1E91C2,2021-04-09 03:48:19,Travel, Web ,Debit_Card,1811,85437,18,1822,16044,63,1,About_to_churn
18740,DAD7C841,2021-04-17 16:38:21,Travel, Web ,Netbanking,900,62381,9,3442,16130,63,3,High
18741,C80A0C1D,2021-03-31 12:33:14,Website-services, Web ,Debit_Card,967,63230,12,1141,14902,85,1,Low
18742,3A0D44AE,2021-03-17 08:34:32,Fashion, Mobile ,PayPal_Pay_Later,99,36408,4,1347,22791,77,2,Low
18743,45C071BE,2021-05-01 07:12:58,Travel, Web ,PayPal_Credit_Card,2559,31877,60,40247,4165,14,3,Medium
18744,4997DB33,2021-06-03 02:16:18,Travel, Web ,Debit_Card,2927,12430,23,1313,21334,82,2,Medium
18745,C605971D,2021-04-20 00:17:11,Fashion, Mobile ,PayPal_Pay_Later,172,78378,3,1322,19909,88,2,About_to_churn
18746,58193DA9,2021-05-27 06:43:15,Fashion, Mobile ,PayPal_Pay_Later,183,39063,7,1742,26574,76,1,About_to_churn
18747,2041641F,2021-04-16 19:06:26,Pantry, Mobile ,PayPal_Pay_Later,136,89399,14,1202,14518,80,1,Low
18748,4EEE9A9C,2021-04-18 23:09:31,Website-services, Web ,Debit_Card,660,88416,5,1058,12741,85,3,Medium
18749,8F1A2215,2021-04-21 08:32:48,Travel, Mobile ,Debit_Card,1602,30446,11,1517,10693,63,3,Medium
18750,8B84AA68,2021-04-29 07:03:11,Website-services, Web ,Netbanking,787,51588,14,2180,16335,41,2,High
18751,050EDBA2,2021-05-19 06:38:39,Website-services, Mobile ,PayPal_Pay_Later,119,63539,4,1548,14761,98,2,Medium
18752,753D7E01,2021-05-19 14:44:22,Fashion, Web ,PayPal_Pay_Later,71,80933,11,1413,18299,93,2,Low
18753,38A819C4,2021-03-03 06:29:14,Travel, Web ,Debit_Card,2963,63094,13,1600,12421,59,3,Medium
18754,FC1E3166,2021-05-29 12:58:44,Fashion, Mobile ,PayPal_Pay_Later,51,49142,20,1677,16027,84,2,Medium
18755,CF501E4C,2021-05-17 21:27:13,Travel, Web ,PayPal_Credit_Card,2054,80428,42,22466,4229,20,4,Medium
18756,DC6AA8E2,2021-03-09 02:48:00,Travel, POS ,PayPal_Cobrand_Card,1123,66675,24,28306,3178,10,8,High
18757,740D3548,2021-04-10 23:14:43,Travel, POS ,PayPal_Cobrand_Card,3969,78378,28,3841,3073,11,5,Medium
18758,DBC63944,2021-05-31 00:22:07,Website-services, Web ,Wallet,363,66048,13,2144,11840,70,1,Low
18759,27DDDBA2,2021-04-06 01:30:56,Fashion, Mobile ,PayPal_Pay_Later,158,18419,13,1598,20364,86,2,About_to_churn
18760,B8585E14,2021-05-27 08:43:06,Pantry, Mobile ,Netbanking,243,15411,1,1590,14566,47,2,Medium
18761,A99855A7,2021-03-17 23:42:37,Travel, Mobile ,PayPal_Credit_Card,2791,23956,35,16598,3419,15,6,Medium
18762,38E37AD3,2021-05-15 14:10:00,Fashion, Web ,PayPal_Pay_Later,57,81684,17,992,26538,84,1,Medium
18763,C539E613,2021-04-18 04:17:08,Travel, Web ,PayPal_Credit_Card,4552,80488,37,30638,2357,12,6,High
18764,830EA8D8,2021-04-12 11:32:17,Others, Mobile ,PayPal_Credit_Card,4813,16814,41,18868,4047,17,5,Medium
18765,97398E46,2021-04-28 10:55:38,Fashion, Mobile ,PayPal_Pay_Later,100,38048,14,1227,20817,90,2,Medium
18766,EBAC7CB5,2021-05-28 06:10:06,Website-services, Mobile ,Netbanking,280,12886,7,3924,17637,41,1,Low
18767,14D761CC,2021-04-16 02:26:47,Travel, Web ,Debit_Card,972,60641,22,1053,14905,71,2,Medium
18768,D387343F,2021-05-13 08:18:24,Travel, Mobile ,PayPal_Credit_Card,2445,10012,48,23698,3008,18,5,High
18769,61CE4139,2021-04-18 01:10:31,Website-services, Mobile ,PayPal_Pay_Later,420,73257,5,1517,15571,92,2,Medium
18770,13A585D9,2021-04-25 08:50:40,Fashion, Mobile ,PayPal_Pay_Later,176,36995,12,1668,28085,100,2,About_to_churn
18771,AEEDA6BA,2021-04-16 19:20:45,Fashion, Mobile ,PayPal_Pay_Later,131,81868,8,768,16822,81,2,Medium
18772,D785B25F,2021-06-01 09:44:41,Pantry, Web ,PayPal_Pay_Later,76,37219,19,1093,14840,92,1,Low
18773,D40D291D,2021-03-05 08:50:37,Pantry, Mobile ,PayPal_Pay_Later,101,70503,5,664,22122,76,2,Low
18774,A98D308F,2021-04-26 20:27:39,Website-services, Web ,Wallet,437,15348,17,7213,9980,62,0,Medium
18775,356735AE,2021-05-24 03:56:14,Website-services, Web ,Wallet,474,65570,17,690,9587,55,1,Medium
18776,EB3D5B49,2021-04-12 14:04:24,Travel, Web ,PayPal_Credit_Card,2977,81176,43,20085,1960,16,6,High
18777,EDCB1368,2021-06-01 19:10:28,Website-services, Mobile ,PayPal_Pay_Later,135,60325,14,270,19341,88,2,About_to_churn
18778,7D0E7B6D,2021-05-28 19:06:45,Pantry, Web ,Wallet,315,62460,8,1032,11665,68,0,Medium
18779,F116A42C,2021-05-11 13:17:50,Fashion, Mobile ,PayPal_Pay_Later,162,53874,2,871,12445,87,1,Low
18780,2EE2A468,2021-03-12 20:18:41,Pantry, Mobile ,PayPal_Pay_Later,171,86457,2,635,23227,78,1,Low
18781,0E550F5F,2021-04-01 12:58:40,Fashion, Mobile ,PayPal_Pay_Later,188,46990,2,1181,24656,83,1,Medium
18782,745EBE89,2021-05-20 19:54:28,Pantry, Web ,Netbanking,209,63987,14,2382,8096,50,2,Medium
18783,3F5DA9A8,2021-03-21 16:51:08,Travel, Web ,Debit_Card,1922,72975,15,1174,11396,57,3,About_to_churn
18784,F46A937B,2021-03-14 13:18:19,Travel, Web ,Debit_Card,1955,79723,19,1549,14718,69,1,High
18785,B6AB85E6,2021-04-07 10:53:38,Website-services, Web ,Wallet,323,48768,18,3600,9199,51,0,Medium
18786,34D45554,2021-04-12 09:16:09,Fashion, Web ,Wallet,244,53083,11,7992,9775,70,0,About_to_churn
18787,FA5BB113,2021-03-22 21:55:12,Travel, Web ,PayPal_Credit_Card,4649,22821,37,8715,1585,21,6,High
18788,3FCADC3C,2021-05-21 15:51:36,Travel, Web ,Netbanking,1894,53631,13,5122,18248,50,2,About_to_churn
18789,610A6DF8,2021-04-06 14:49:23,Travel, Mobile ,PayPal_Credit_Card,4064,13478,53,5441,1920,21,4,High
18790,BBB205FF,2021-03-27 09:09:19,Fashion, Web ,Wallet,244,81866,5,4282,10646,51,0,Medium
18791,7858049D,2021-05-31 12:34:57,Fashion, Web ,Netbanking,249,58284,3,4895,9014,47,3,Low
18792,1535707F,2021-03-18 00:42:33,Fashion, Mobile ,PayPal_Pay_Later,98,18832,14,436,28691,92,2,About_to_churn
18793,7122899E,2021-03-29 11:16:00,Website-services, Web ,Wallet,322,79319,5,5296,10732,54,0,About_to_churn
18794,774FF110,2021-05-03 01:20:14,Travel, Web ,PayPal_Credit_Card,3023,53631,45,19830,3619,15,5,High
18795,874AE87B,2021-04-13 06:03:55,Electronics, Web ,Netbanking,339,43894,12,1980,15272,60,3,Medium
18796,861FE144,2021-05-28 16:40:21,Pantry, Web ,Netbanking,301,58284,14,4801,12189,43,2,Medium
18797,09647527,2021-03-16 07:44:49,Travel, Web ,PayPal_Credit_Card,4018,17289,46,10915,1343,20,4,High
18798,18044F3F,2021-04-14 06:19:37,Electronics, Web ,Netbanking,1071,16579,6,4263,10996,58,1,Low
18799,3665A5CF,2021-06-02 07:42:03,Pantry, Web ,PayPal_Pay_Later,108,73604,13,940,15493,93,1,About_to_churn
18800,139306F7,2021-04-01 00:13:01,Website-services, Mobile ,PayPal_Pay_Later,365,19374,10,437,23738,81,2,Medium
18801,7FC4D11C,2021-05-24 23:32:58,Fashion, Mobile ,PayPal_Pay_Later,57,73638,11,478,20757,76,2,About_to_churn
18802,9AE94F81,2021-03-26 05:23:48,Pantry, Web ,Netbanking,256,11405,1,3027,7734,49,1,Medium
18803,4006E0B7,2021-04-20 08:13:34,Fashion, Mobile ,PayPal_Pay_Later,119,35220,9,1311,27682,99,2,About_to_churn
18804,1CC60D86,2021-03-17 06:46:37,Electronics, Mobile ,PayPal_Pay_Later,476,27390,15,345,26215,100,2,Low
18805,197DA249,2021-05-02 02:47:07,Travel, Web ,PayPal_Cobrand_Card,3395,47622,18,17113,2919,6,5,Medium
18806,8E422008,2021-05-18 06:14:37,Travel, Mobile ,PayPal_Cobrand_Card,3906,62460,25,2283,3000,16,4,About_to_churn
18807,4DD42BA1,2021-04-16 15:35:28,Electronics, Web ,PayPal_Cobrand_Card,1193,30619,22,10440,3116,13,8,High
18808,5BF6A5DD,2021-03-26 07:20:09,Fashion, Web ,PayPal_Pay_Later,85,14821,12,1721,25932,94,1,Medium
18809,325E0962,2021-03-22 12:50:32,Website-services, Mobile ,PayPal_Pay_Later,403,52622,4,1389,29117,80,2,Low
18810,F8F5BDE8,2021-05-02 03:54:04,Website-services, Web ,Debit_Card,534,76687,5,1846,21054,82,1,Medium
18811,4C483FAC,2021-03-07 05:22:01,Travel, Web ,PayPal_Credit_Card,4794,18559,35,21912,3999,18,4,High
18812,00E31BAC,2021-04-29 16:31:56,Website-services, Web ,Wallet,555,20824,18,4021,11401,69,1,Medium
18813,717F8B81,2021-04-04 15:24:34,Fashion, Web ,PayPal_Pay_Later,182,18739,2,1556,21080,90,2,About_to_churn
18814,29C13537,2021-03-29 15:20:17,Website-services, Web ,Debit_Card,819,85017,19,1266,16727,74,2,Low
18815,CD583098,2021-05-07 21:57:29,Travel, Web ,Debit_Card,1195,13478,10,1219,19768,63,2,Low
18816,D8DBF420,2021-03-25 01:52:57,Website-services, Web ,Netbanking,223,39117,13,3660,9627,47,2,Low
18817,C993B16A,2021-05-07 09:20:17,Travel, Web ,PayPal_Credit_Card,4912,87730,52,25483,2715,16,5,Medium
18818,DB33D465,2021-05-01 21:46:16,Electronics, Mobile ,Netbanking,583,70557,6,2149,15768,46,3,High
18819,EACDAFE9,2021-05-23 23:12:34,Travel, Mobile ,PayPal_Cobrand_Card,1782,74534,33,13244,2924,23,4,High
18820,C30380FA,2021-04-21 13:49:53,Website-services, Web ,PayPal_Pay_Later,173,31877,9,357,25216,90,2,About_to_churn
18821,134BD5F4,2021-05-30 05:42:16,Travel, Mobile ,PayPal_Cobrand_Card,2960,68504,30,16992,1899,6,7,High
18822,86517502,2021-04-20 14:05:36,Fashion, Mobile ,PayPal_Pay_Later,183,46192,20,826,13015,77,1,Medium
18823,03626531,2021-03-31 10:12:30,Travel, Web ,Debit_Card,1926,50574,2,1240,12082,70,1,Low
18824,E290DC0A,2021-04-12 07:58:54,Electronics, Web ,Netbanking,519,34175,9,3100,16922,42,1,Low
18825,55749966,2021-05-31 15:30:44,Travel, Web ,Debit_Card,1858,80933,1,2153,12222,79,2,Low
18826,D28F863C,2021-05-15 08:38:32,Travel, Web ,Debit_Card,2319,42766,10,2003,19014,83,2,Low
18827,FC1C2651,2021-05-13 21:34:57,Travel, Mobile ,PayPal_Credit_Card,4030,31394,43,37515,4111,13,4,Medium
18828,F9FEB3CB,2021-04-07 15:45:07,Fashion, Mobile ,PayPal_Pay_Later,57,60673,7,820,20075,77,1,Medium
18829,9EAF11B3,2021-03-05 17:44:52,Fashion, Mobile ,PayPal_Pay_Later,139,22691,9,1601,28636,86,1,Medium
18830,7ED6E135,2021-05-10 10:38:20,Fashion, Web ,PayPal_Pay_Later,205,43894,13,1040,16881,84,2,Medium
18831,6BC8499B,2021-05-09 20:45:32,Fashion, Web ,Wallet,206,27015,9,5724,10939,57,0,Medium
18832,6A9DA7AB,2021-05-12 15:58:27,Travel, Web ,PayPal_Credit_Card,2104,69594,48,34309,3497,22,3,Medium
18833,BB0B3225,2021-03-17 18:11:55,Website-services, Web ,Wallet,227,18249,7,5707,9690,69,0,Medium
18834,1B9718DA,2021-05-15 13:13:21,Travel, Web ,PayPal_Credit_Card,4382,55163,58,34108,2107,15,4,Medium
18835,BCB2CF6D,2021-04-14 12:11:35,Website-services, Web ,Wallet,655,61587,11,2109,11869,67,1,Medium
18836,882819B1,2021-03-12 13:54:25,Website-services, Mobile ,PayPal_Pay_Later,281,85437,20,679,24532,80,2,Medium
18837,AE4E359A,2021-05-15 20:08:29,Fashion, Mobile ,PayPal_Pay_Later,165,85437,6,464,12314,96,2,Medium
18838,7E846B66,2021-04-03 05:14:57,Website-services, Mobile ,PayPal_Pay_Later,776,15353,11,1222,16040,96,1,Medium
18839,69064997,2021-04-22 22:53:58,Electronics, Web ,Netbanking,456,30763,6,3086,8105,46,3,About_to_churn
18840,ED5C4699,2021-05-24 18:36:09,Pantry, Web ,Wallet,386,37524,13,7904,9045,63,0,Medium
18841,F350093E,2021-05-25 23:01:09,Fashion, Mobile ,PayPal_Pay_Later,93,40034,10,1363,19108,86,1,About_to_churn
18842,20D64F4E,2021-06-07 05:13:19,Website-services, Web ,Debit_Card,594,60641,3,1243,20224,84,3,Medium
18843,4589912F,2021-06-02 21:08:07,Fashion, Mobile ,PayPal_Pay_Later,185,58375,16,392,21557,93,1,About_to_churn
18844,0A20240B,2021-05-16 20:01:57,Others, Web ,PayPal_Credit_Card,4254,26015,53,18835,3576,14,4,Medium
18845,1C84D1BC,2021-03-07 06:49:00,Travel, Mobile ,Netbanking,848,36725,5,2544,11399,61,1,Medium
18846,D1330825,2021-04-17 11:10:52,Electronics, Web ,Wallet,661,13226,9,7053,9678,56,1,Medium
18847,2450B9C7,2021-03-27 23:36:05,Electronics, Web ,Netbanking,406,31394,7,5965,12959,46,3,Medium
18848,8E83606B,2021-04-26 16:42:18,Fashion, Mobile ,PayPal_Pay_Later,195,30763,16,711,12987,76,2,About_to_churn
18849,8C900FBF,2021-06-02 03:21:15,Fashion, Web ,PayPal_Pay_Later,57,10268,12,769,14184,84,1,About_to_churn
18850,2441A4B3,2021-03-27 09:20:02,Travel, POS ,PayPal_Cobrand_Card,3726,53522,23,29295,2997,14,4,High
18851,F1C211C7,2021-06-04 23:54:41,Travel, POS ,PayPal_Cobrand_Card,3276,15745,18,11663,3251,18,4,Medium
18852,E048796E,2021-03-27 18:48:24,Website-services, Web ,Netbanking,994,86324,5,3605,12308,49,1,Medium
18853,1D42A900,2021-05-12 09:21:27,Website-services, Mobile ,Netbanking,778,83052,4,2162,10813,46,3,High
18854,60C479CC,2021-03-15 04:44:27,Pantry, Web ,Wallet,300,44383,15,6039,10274,57,1,Medium
18855,EEA3E272,2021-05-22 16:08:42,Fashion, Mobile ,PayPal_Pay_Later,93,89230,7,1033,18070,75,1,Low
18856,73944A9F,2021-04-20 22:09:06,Website-services, Web ,Wallet,426,80496,10,4914,10904,52,1,Medium
18857,482E83A6,2021-04-15 18:57:44,Travel, POS ,PayPal_Cobrand_Card,3467,86717,33,17149,1825,10,5,Medium
18858,B0CA8232,2021-03-01 18:31:30,Fashion, Mobile ,PayPal_Pay_Later,107,12430,20,1459,28102,76,1,Low
18859,645BC604,2021-03-25 12:14:48,Travel, Mobile ,PayPal_Credit_Card,1276,67025,57,6289,4101,15,3,Medium
18860,E4052532,2021-06-05 19:56:58,Website-services, Web ,Debit_Card,513,39163,14,1201,20666,77,3,Medium
18861,9D8B9052,2021-03-14 21:20:07,Website-services, Mobile ,PayPal_Pay_Later,697,39030,13,941,21717,89,2,About_to_churn
18862,CCF6D4E1,2021-06-03 23:51:53,Website-services, Web ,Wallet,344,35916,13,6327,10461,62,1,Medium
18863,95663F55,2021-05-27 02:38:17,Fashion, Mobile ,Netbanking,229,25867,6,3389,8195,56,2,About_to_churn
18864,F36F302E,2021-04-29 00:40:57,Fashion, Mobile ,PayPal_Pay_Later,155,36811,13,956,21585,91,2,Medium
18865,8C85FF38,2021-04-19 03:43:44,Travel, Web ,Netbanking,1576,65570,9,3676,9529,62,2,Medium
18866,50522031,2021-05-29 01:33:42,Fashion, Mobile ,PayPal_Pay_Later,180,37051,4,1076,28090,90,2,About_to_churn
18867,8475FFC1,2021-05-20 12:52:46,Pantry, Mobile ,PayPal_Pay_Later,247,40848,10,1775,20075,86,2,Low
18868,B58FA37C,2021-04-17 11:55:08,Fashion, Mobile ,PayPal_Pay_Later,118,36308,8,1326,26260,94,1,Low
18869,33B9D180,2021-05-01 06:53:41,Travel, Mobile ,PayPal_Credit_Card,1068,72386,49,24098,1581,16,4,High
